gene	G1	G2	G3	G4	N1	N2	N3	N4	N5
FBgn0266877	0	0	0	0	0	0	0	0	0
FBgn0267270	1	0	0	0	0	0	0	0	0
FBgn0265677	0	67	0	2	0	0	0	0	0
FBgn0031513	0	0	0	0	92	0	0	0	0
FBgn0031514	0	0	0	0	85	0	0	0	0
FBgn0265678	0	0	0	0	0	0	0	0	0
FBgn0031515	1124	1459	598	80	1	1	0	207	62
FBgn0031516	42	8	625	0	662	4	5	11	7
FBgn0031518	0	0	0	0	1	0	0	0	0
FBgn0031517	0	0	0	0	0	0	0	12	1
FBgn0031519	133	58	0	6	0	0	0	0	0
FBgn0031520	735	3552	1572	101	0	0	0	0	0
FBgn0053281	0	0	0	0	0	0	0	0	0
FBgn0053282	0	0	0	0	2	4	35	0	0
FBgn0031522	0	0	0	0	0	0	0	0	0
FBgn0031523	0	0	0	0	0	0	0	0	0
FBgn0020445	359	102	692	146	0	0	1	0	0
FBgn0031526	0	0	0	0	0	0	0	0	0
FBgn0085423	28	1	420	112	794	67	359	364	242
FBgn0031528	0	0	1	0	7	2	6	1	6
FBgn0031529	182	803	376	74	765	85	551	155	553
FBgn0016698	1	1288	306	0	786	3	0	81	286
FBgn0266839	0	0	0	0	1	0	0	1	27
FBgn0259949	0	0	0	0	0	0	0	2	0
FBgn0259950	0	0	0	0	0	0	0	4	0
FBgn0266026	0	0	0	0	0	0	0	0	0
FBgn0266027	0	0	0	0	1	0	0	0	0
FBgn0085204	0	0	0	0	0	0	0	0	0
FBgn0031530	264	1	7	0	471	7	40	48	37
FBgn0031531	0	0	0	0	1	0	0	0	0
FBgn0051952	44	0	0	0	0	0	0	83	0
FBgn0031533	0	0	0	0	0	0	0	0	0
FBgn0031534	901	882	791	14	3	14	88	354	366
FBgn0031535	95	1	0	0	303	14	163	189	301
FBgn0031536	248	36	422	0	26	1	0	21	161
FBgn0266670	148	3	63	29	788	112	712	204	894
FBgn0031538	240	38	797	2	44	0	3	0	1
FBgn0005616	2	0	151	26	1079	111	717	290	524
FBgn0263526	0	0	0	0	0	0	0	0	0
FBgn0021967	290	424	596	103	832	67	585	43	392
FBgn0031540	0	0	0	0	92	0	0	0	29
FBgn0051776	0	0	0	0	0	0	0	0	0
FBgn0051956	0	0	1	0	1	0	0	0	0
FBgn0266912	0	0	0	0	1	0	0	0	0
FBgn0264549	0	1	0	0	0	0	0	0	0
FBgn0261560	0	0	8	0	2	11	130	58	203
FBgn0031542	0	0	0	0	0	0	0	0	0
FBgn0014396	0	0	0	0	1	0	0	27	42
FBgn0266837	0	0	0	0	0	0	0	0	0
FBgn0051954	0	0	0	0	0	0	0	0	0
FBgn0266838	0	0	0	0	0	0	0	0	0
FBgn0284253	27	1	3	52	1639	146	1002	296	503
FBgn0031544	281	1	3	12	928	89	548	272	195
FBgn0031545	4	0	0	1	0	0	1	0	0
FBgn0031546	0	0	0	9	4	0	0	4	1
FBgn0031547	0	0	0	0	0	0	0	1	0
FBgn0031548	0	1	3	0	0	0	0	0	0
FBgn0031549	0	21	0	0	1177	7	98	2	0
FBgn0031550	0	0	0	0	0	1	0	0	0
FBgn0265367	0	0	0	0	0	0	0	0	0
FBgn0024244	1	0	0	0	410	0	1	1	0
FBgn0265368	0	0	0	0	0	1	0	0	0
FBgn0265960	0	0	0	0	0	0	0	0	0
FBgn0264370	0	0	0	0	0	0	0	0	0
FBgn0264363	0	117	0	0	0	0	0	0	0
FBgn0004892	0	0	0	0	0	0	0	0	2
FBgn0284410	0	0	0	0	0	0	0	0	0
FBgn0264371	0	1	0	0	0	0	0	1	153
FBgn0002985	0	0	0	0	1	49	570	1	176
FBgn0265369	0	0	0	0	0	0	0	0	0
FBgn0015663	538	0	185	40	0	0	0	0	0
FBgn0031554	0	0	0	0	0	0	0	0	0
FBgn0000721	536	788	101	123	22	0	0	2	0
FBgn0263523	0	0	0	0	0	0	0	0	0
FBgn0085369	376	506	66	1	111	2	11	8	0
FBgn0259951	0	0	0	0	0	0	0	0	0
FBgn0259953	0	0	0	0	0	0	0	0	0
FBgn0259952	0	0	0	0	0	0	0	0	0
FBgn0261054	0	0	0	0	0	0	0	0	0
FBgn0031558	0	0	0	0	74	0	0	0	2
FBgn0031559	0	0	0	0	112	0	0	1	0
FBgn0051779	0	0	0	0	155	0	0	0	0
FBgn0263096	0	0	0	0	52	0	0	0	0
FBgn0262721	0	0	0	0	86	0	0	0	0
FBgn0031560	0	0	0	0	52	0	0	0	0
FBgn0031561	0	2	16	0	0	0	0	0	0
FBgn0031562	0	0	0	0	0	0	0	0	0
FBgn0031563	0	0	25	0	0	0	0	0	0
FBgn0259954	0	0	0	0	0	0	0	0	0
FBgn0259955	0	0	0	0	0	0	0	0	0
FBgn0259956	0	0	0	1	0	0	0	21	0
FBgn0259957	0	0	0	0	0	0	0	0	0
FBgn0262621	0	0	0	0	0	0	0	0	0
FBgn0265370	0	0	0	0	0	0	0	1	0
FBgn0031564	0	0	0	0	111	0	1	0	12
FBgn0051778	0	0	0	0	149	0	0	0	0
FBgn0051777	0	0	0	0	0	0	0	0	0
FBgn0015376	0	48	5	0	108	0	0	1	0
FBgn0051955	1	1	0	20	0	14	81	0	0
FBgn0031566	1201	1	76	48	1800	66	501	13	14
FBgn0040104	0	0	254	0	0	0	0	0	0
FBgn0003386	1	142	91	0	611	40	344	12	797
FBgn0031568	2	2	0	43	321	26	190	99	113
FBgn0263846	7	42	80	8	318	87	451	188	31
FBgn0263842	0	0	0	0	0	0	0	0	0
FBgn0262392	0	0	0	0	0	0	0	0	0
FBgn0263843	0	0	0	0	0	0	0	0	0
FBgn0004893	27	1	0	0	1	6	23	15	9
FBgn0051960	0	0	0	0	1	0	4	0	2
FBgn0051958	0	0	0	0	0	1	0	0	0
FBgn0031571	218	137	538	44	699	6	35	6	49
FBgn0021800	255	9	674	2	2302	561	2403	1418	829
FBgn0031573	0	0	0	0	0	2	12	4	7
FBgn0264885	0	0	0	0	0	0	0	9	0
FBgn0264886	0	0	0	0	0	0	0	0	0
FBgn0003430	24	114	536	0	112	49	353	4	1008
FBgn0004567	114	0	0	62	0	55	422	333	659
FBgn0266318	0	0	0	0	0	0	0	0	0
FBgn0267007	0	0	0	0	0	0	0	0	0
FBgn0267005	0	1	227	0	0	0	0	0	0
FBgn0267006	0	0	1	0	0	0	0	0	0
FBgn0264887	0	0	0	0	0	0	0	36	0
FBgn0031574	0	0	1	0	1	0	0	159	347
FBgn0031575	68	1130	5	79	841	11	10	349	8
FBgn0051957	25	2	0	0	1	0	0	0	0
FBgn0000256	293	99	130	19	0	1	10	7	10
FBgn0051774	8	115	2	0	50	103	772	112	202
FBgn0051773	0	0	0	0	0	0	0	0	0
FBgn0264341	0	0	0	0	0	0	0	0	0
FBgn0266883	0	0	0	0	0	0	0	0	0
FBgn0085205	0	0	0	0	1	0	0	0	0
FBgn0031579	0	0	0	0	0	1	0	0	0
FBgn0031580	0	0	0	0	0	0	0	0	0
FBgn0264295	0	0	0	0	0	0	0	0	0
FBgn0264296	0	0	0	0	0	0	0	0	0
FBgn0000547	2	130	89	17	1347	129	1048	873	714
FBgn0266319	0	10	0	0	1	0	0	51	16
FBgn0086032	0	0	0	0	47	0	0	0	21
FBgn0020376	0	0	0	0	0	0	0	0	0
FBgn0014033	0	0	0	0	2	0	1	2	1
FBgn0031585	0	0	0	0	0	0	0	0	0
FBgn0026394	0	0	0	0	0	0	0	0	0
FBgn0267441	0	0	0	0	0	0	0	0	0
FBgn0264866	0	0	0	0	0	0	0	0	0
FBgn0051961	65	1	424	34	1144	27	230	529	211
FBgn0040102	0	0	0	0	0	0	0	0	0
FBgn0031589	1345	1090	658	23	649	39	288	331	157
FBgn0001075	0	0	0	0	1	0	0	2	0
FBgn0031590	54	1187	603	103	15	42	311	293	385
FBgn0003941	9768	10779	6035	1067	11297	751	7610	5105	7807
FBgn0265819	0	0	18	0	36	2	33	0	13
FBgn0267284	0	0	1	0	0	0	0	0	0
FBgn0264867	0	0	1	0	0	0	0	0	0
FBgn0264868	0	0	0	0	0	0	0	0	0
FBgn0266832	0	0	0	0	0	0	0	1	0
FBgn0266833	0	0	0	0	0	0	0	0	0
FBgn0266834	0	0	0	0	0	0	0	0	0
FBgn0265269	0	0	0	0	0	0	0	1	0
FBgn0264889	0	0	0	0	0	0	0	0	0
FBgn0031592	0	0	0	0	0	0	0	0	0
FBgn0010473	248	856	242	51	7299	948	4634	4170	6125
FBgn0028482	135	137	460	108	0	0	17	2	0
FBgn0020762	13	104	3	29	220	86	651	467	199
FBgn0262375	0	0	0	0	0	0	0	0	0
FBgn0265908	114	0	0	2	0	0	0	0	0
FBgn0265909	18	0	0	0	0	0	0	0	0
FBgn0265910	0	0	0	0	28	0	0	0	0
FBgn0265911	0	0	0	14	23	0	0	6	0
FBgn0031596	0	0	0	0	80	7	46	0	0
FBgn0266903	0	0	0	0	0	0	0	0	0
FBgn0026319	0	0	0	0	1	29	189	232	249
FBgn0031597	132	0	0	0	1	0	0	0	298
FBgn0031598	367	2	51	0	4	0	1	511	12
FBgn0261976	80	0	0	0	274	0	0	1	0
FBgn0027560	0	1	0	0	0	0	0	0	0
FBgn0031600	90	860	2	50	162	19	197	78	301
FBgn0022153	78	13	4	1	296	54	424	347	0
FBgn0053003	0	0	0	0	0	0	0	0	0
FBgn0031601	0	118	0	0	383	34	206	158	292
FBgn0031602	1	10	3	0	1767	20	188	699	360
FBgn0262357	0	0	0	0	0	0	0	0	0
FBgn0051963	0	0	0	0	0	0	0	0	0
FBgn0085206	0	0	0	0	0	0	0	0	0
FBgn0085207	0	0	0	0	0	0	0	0	0
FBgn0262358	0	0	0	0	0	5	45	7	44
FBgn0259958	0	0	0	0	0	0	7	0	0
FBgn0031603	31	0	0	6	83	6	30	30	124
FBgn0027609	174	5	110	15	419	78	474	7	312
FBgn0031604	695	153	686	41	1025	2	17	4	809
FBgn0025684	446	76	46	3	747	1	23	20	336
FBgn0031606	2	66	35	23	3	44	262	2	368
FBgn0031607	0	0	200	16	392	0	0	165	342
FBgn0040705	0	0	0	0	0	0	0	0	0
FBgn0019982	18	3	41	13	630	44	321	404	419
FBgn0285948	5204	8672	3843	425	2836	128	1278	971	2360
FBgn0065053	9	0	5	0	0	0	0	1	14
FBgn0053002	229	37	288	14	410	13	247	195	182
FBgn0031608	176	2	0	1	1165	60	359	10	1
FBgn0031609	504	184	0	33	10	64	478	52	214
FBgn0031610	0	0	0	39	0	0	0	8	0
FBgn0031611	0	1	1	28	3	37	306	4	777
FBgn0011603	25	51	791	5	4	0	0	3	0
FBgn0053196	4	2	53	14	76	28	39	286	36
FBgn0031613	0	0	0	0	0	7	54	0	0
FBgn0263869	0	0	0	0	0	0	0	0	0
FBgn0265820	0	5	0	0	0	0	0	4	0
FBgn0267008	0	0	0	0	0	0	0	0	0
FBgn0083938	0	0	0	0	0	0	1	0	0
FBgn0031617	0	0	0	0	0	0	0	0	0
FBgn0264342	0	0	0	0	0	0	0	1	0
FBgn0031619	0	0	0	0	0	0	0	0	0
FBgn0284415	0	0	0	0	0	0	0	0	0
FBgn0031620	0	0	0	0	0	0	0	0	0
FBgn0000227	0	0	0	0	0	0	0	0	0
FBgn0031621	0	0	0	0	0	0	0	0	0
FBgn0031622	0	0	0	0	0	0	0	0	0
FBgn0085380	2	1	5	0	2935	48	281	1002	289
FBgn0031623	0	0	0	0	0	0	0	32	0
FBgn0031626	0	0	0	0	0	0	0	0	0
FBgn0031627	774	2	3971	69	836	63	450	38	164
FBgn0260428	235	0	54	0	0	0	0	0	0
FBgn0031628	2	0	35	0	277	0	0	0	0
FBgn0031629	2	0	1	7	2	1	3	4	1
FBgn0266835	0	0	0	0	0	0	0	0	0
FBgn0031630	0	0	0	0	2	0	1	2	38
FBgn0031631	0	0	0	0	631	0	0	2	303
FBgn0263577	0	0	0	0	0	0	0	0	0
FBgn0031632	71	64	6	30	4895	385	1908	1924	1165
FBgn0031633	1	272	186	118	13	1	1	4	83
FBgn0263575	0	0	0	0	2	0	0	0	4
FBgn0031634	0	0	0	0	4	1	0	1	2
FBgn0031635	12	1	421	0	3	1	1	8	259
FBgn0031636	0	2	0	0	239	27	225	17	513
FBgn0031637	344	245	533	28	1044	72	475	125	297
FBgn0031638	0	0	331	0	3	0	0	161	286
FBgn0031639	0	0	430	32	0	29	226	1	186
FBgn0031640	481	564	0	68	161	44	336	1	0
FBgn0051660	96	127	95	15	2336	270	1479	404	2255
FBgn0000286	652	57	219	40	1184	64	270	150	239
FBgn0031643	2	895	728	47	481	108	746	4	319
FBgn0031644	102	0	88	0	0	0	0	0	0
FBgn0267280	5	0	3	0	0	14	52	0	0
FBgn0031645	2234	502	1138	366	259	45	394	289	114
FBgn0031646	234	0	0	0	0	1	7	3	121
FBgn0041150	1932	2620	1237	163	9	85	660	7	1238
FBgn0031649	0	4	131	52	1155	98	752	332	803
FBgn0003372	0	2	25	0	0	0	0	0	0
FBgn0031650	0	0	0	0	2	0	0	57	375
FBgn0031651	195	1	282	12	0	11	70	1	318
FBgn0015000	472	19	1	38	1	15	176	4	0
FBgn0031652	92	0	2	0	0	0	0	0	0
FBgn0031653	0	0	0	0	0	0	0	0	0
FBgn0031654	0	0	0	0	0	0	0	0	0
FBgn0020906	0	0	0	0	0	0	0	0	0
FBgn0031655	419	10	0	0	0	0	0	0	0
FBgn0083960	1	1	2	0	1	0	0	0	0
FBgn0264372	0	0	0	0	0	0	0	0	0
FBgn0083961	600	438	159	21	149	5	78	39	16
FBgn0015834	2708	1911	2218	97	3676	114	1620	678	1606
FBgn0262467	290	7	497	0	1068	22	206	70	341
FBgn0031657	0	33	0	1	0	7	27	113	0
FBgn0010607	301	213	214	11	301	49	342	130	6
FBgn0031659	448	1136	6	131	733	87	628	716	351
FBgn0031660	639	614	671	54	885	25	322	312	669
FBgn0031661	308	389	0	1	982	73	507	97	124
FBgn0031662	229	961	511	118	1766	88	911	328	239
FBgn0031663	283	201	585	14	26	26	220	51	528
FBgn0031664	216	122	52	0	883	86	516	146	242
FBgn0083962	202	188	1	12	262	4	10	207	905
FBgn0053113	1254	926	1789	389	5979	755	3564	3001	4087
FBgn0031668	0	0	0	0	0	0	0	0	0
FBgn0265968	0	0	0	0	0	0	0	0	0
FBgn0031670	4087	3692	2113	214	2976	85	794	256	958
FBgn0016075	401	1158	37	13	40	6	53	0	8
FBgn0000299	720	945	691	85	1	0	0	3	4
FBgn0260470	0	0	0	0	0	0	0	0	0
FBgn0260451	0	0	0	0	0	0	0	0	0
FBgn0031673	301	118	220	53	797	161	719	263	1284
FBgn0053995	0	0	0	0	0	0	0	0	0
FBgn0264743	0	0	0	0	0	0	0	0	0
FBgn0264742	0	0	0	0	0	0	0	0	0
FBgn0031675	0	1	2	0	571	5	45	32	494
FBgn0022023	1124	4366	1680	201	1994	411	2594	1592	1644
FBgn0031676	0	0	0	3	219	0	1	0	290
FBgn0031677	0	0	0	0	0	0	0	0	0
FBgn0014857	281	404	367	79	2252	158	1220	620	940
FBgn0031678	1554	0	117	0	274	66	521	228	574
FBgn0028694	2277	3493	1699	73	1929	216	1453	805	1017
FBgn0266829	0	0	0	0	0	0	0	0	26
FBgn0028572	1	0	0	0	1256	114	638	191	239
FBgn0264368	0	0	0	0	0	0	0	0	0
FBgn0262213	0	0	0	0	0	0	0	0	0
FBgn0266843	0	0	0	0	0	0	0	0	0
FBgn0261608	3856	3762	2494	593	3410	433	2644	1491	2301
FBgn0031681	971	793	889	48	557	103	594	82	22
FBgn0031682	606	0	0	0	1	1	1	348	0
FBgn0031683	99	706	6	33	2667	115	619	787	1704
FBgn0031684	760	850	476	132	101	51	254	106	204
FBgn0261836	8897	10671	8163	1569	12655	905	6572	3672	7436
FBgn0082990	0	0	0	0	0	0	0	0	0
FBgn0065083	0	0	0	0	0	0	0	0	0
FBgn0065107	0	0	0	0	0	0	0	0	0
FBgn0083028	0	0	0	0	0	0	0	0	0
FBgn0065104	0	0	0	0	0	0	0	0	0
FBgn0031688	0	0	0	0	0	0	0	0	33
FBgn0031689	160	56	175	52	0	0	0	0	0
FBgn0031690	0	1	0	0	75	0	0	0	0
FBgn0250847	0	0	0	0	0	0	0	0	0
FBgn0031692	0	0	0	0	28	0	0	1	2
FBgn0003716	38	95	866	152	819	23	111	2	0
FBgn0051971	0	0	0	0	0	0	0	0	0
FBgn0051914	0	0	0	0	0	0	0	0	0
FBgn0046776	0	0	0	0	0	0	0	0	0
FBgn0265957	0	1	0	0	0	0	0	0	0
FBgn0031693	0	0	0	0	0	0	0	0	0
FBgn0031694	0	0	0	0	0	0	0	0	0
FBgn0031695	1	15	68	0	0	0	0	0	0
FBgn0000228	235	18	11	29	3	126	709	100	504
FBgn0031696	0	1267	66	0	578	140	846	2	689
FBgn0265956	0	0	0	0	0	0	0	0	0
FBgn0265955	0	0	0	0	0	0	0	0	0
FBgn0016076	439	99	59	103	120	89	691	295	6
FBgn0267294	0	0	0	0	1	0	0	1	0
FBgn0031697	0	8	1	1	292	111	775	232	1150
FBgn0031698	72	794	69	34	1294	48	412	272	989
FBgn0266320	0	0	0	0	0	1	3	0	0
FBgn0015031	1206	1245	1706	74	1292	60	461	348	799
FBgn0031700	0	0	0	0	0	0	0	2	0
FBgn0031701	0	0	0	2	0	0	0	0	0
FBgn0031702	152	119	69	4	0	56	365	3	1
FBgn0031703	28	0	818	51	1	21	231	1	1
FBgn0016920	0	94	28	6	6	2	0	14	3
FBgn0262097	0	0	0	0	275	0	0	1	0
FBgn0265958	0	0	0	0	0	0	0	0	0
FBgn0016660	90	0	0	0	9	9	13	0	0
FBgn0263866	0	0	11	0	0	0	0	58	0
FBgn0263867	0	0	0	0	0	0	0	67	0
FBgn0263868	0	0	0	0	0	0	0	0	0
FBgn0051647	4	0	0	1	1	0	0	0	0
FBgn0086033	0	0	0	0	0	0	0	0	0
FBgn0261963	0	2	0	0	1	0	0	0	20
FBgn0266825	0	102	0	0	0	0	0	0	0
FBgn0031707	0	0	0	0	148	11	111	0	0
FBgn0031708	129	421	161	0	269	12	93	72	0
FBgn0000318	637	540	185	41	689	38	339	140	312
FBgn0031710	392	293	803	0	1577	3	46	13	344
FBgn0031711	354	3	81	0	2	59	415	222	22
FBgn0266028	0	0	0	0	0	0	0	0	0
FBgn0051989	4	9	0	3	0	0	0	0	0
FBgn0051648	7	0	122	20	0	15	103	89	337
FBgn0051915	574	452	635	18	886	0	0	74	0
FBgn0031713	8	2	271	11	1	42	452	96	460
FBgn0031715	1	265	0	0	0	0	0	0	0
FBgn0031716	2	0	0	0	0	91	686	159	498
FBgn0014189	1617	2711	1469	227	6880	749	5535	3647	5333
FBgn0002525	703	1068	236	29	986	97	626	239	917
FBgn0031717	1391	656	437	17	3	0	0	124	22
FBgn0031718	1	2	1	0	0	0	0	1	0
FBgn0031719	0	0	0	0	0	0	0	0	0
FBgn0031720	0	0	0	0	0	0	0	0	0
FBgn0031721	0	0	0	0	0	0	0	0	0
FBgn0004620	0	0	0	0	0	0	1	1	0
FBgn0020429	312	0	0	0	0	0	1	0	0
FBgn0266029	0	73	0	0	0	0	0	0	0
FBgn0041719	0	0	0	0	0	0	0	0	0
FBgn0031722	0	0	0	0	0	0	0	0	0
FBgn0031723	0	0	0	0	0	0	0	0	0
FBgn0031724	0	0	0	0	0	0	1	0	0
FBgn0031725	0	0	0	2	358	44	237	64	3
FBgn0266030	0	0	0	0	1	0	2	1	0
FBgn0266031	0	0	0	0	0	0	0	0	0
FBgn0031726	0	0	0	0	0	0	0	0	1
FBgn0051646	0	0	55	0	443	230	1591	105	391
FBgn0266069	0	0	0	0	0	0	0	0	0
FBgn0262256	0	0	0	0	0	0	0	0	0
FBgn0262321	0	0	6	0	0	0	0	0	0
FBgn0262239	0	0	5	0	0	0	0	0	0
FBgn0262200	0	0	7	0	0	0	0	0	0
FBgn0262333	0	0	3	0	0	0	0	0	0
FBgn0262243	0	0	2	0	0	0	0	0	0
FBgn0266068	0	1	0	0	0	0	1	0	0
FBgn0031728	0	0	0	0	0	0	15	1	10
FBgn0031729	0	0	0	0	0	0	0	0	0
FBgn0266066	0	0	0	0	0	0	0	0	0
FBgn0266067	0	0	0	0	0	0	0	0	0
FBgn0031730	0	0	4	8	0	0	0	1	0
FBgn0031731	0	0	0	0	0	0	0	0	0
FBgn0266065	0	0	0	0	0	0	0	0	0
FBgn0054011	0	0	0	0	0	0	0	0	0
FBgn0031732	0	0	0	0	0	0	0	0	0
FBgn0024191	1	0	0	6	0	0	0	0	0
FBgn0031736	689	122	496	38	3329	231	1425	624	1867
FBgn0031733	0	0	2	0	0	0	0	10	0
FBgn0031734	0	0	0	0	135	0	0	2	0
FBgn0031735	0	0	0	0	1	1	1	2	1
FBgn0031737	2	5	1	0	7	2	2	5	2
FBgn0031738	169	0	44	10	1098	61	584	125	309
FBgn0051912	0	0	0	0	0	0	0	0	0
FBgn0051913	0	0	0	0	0	0	0	0	11
FBgn0031739	0	1	0	0	1	0	0	152	89
FBgn0031740	14	394	6	23	169	31	135	327	568
FBgn0031741	0	0	0	0	0	0	0	0	0
FBgn0265786	0	13	9	0	0	0	0	0	0
FBgn0265787	0	19	5	6	0	0	0	0	0
FBgn0262999	0	0	0	0	0	0	0	0	0
FBgn0051644	0	0	0	0	0	0	0	0	0
FBgn0085410	28	1	0	0	210	44	421	123	2
FBgn0031745	0	0	0	0	287	3	20	3	2
FBgn0265785	0	0	0	0	0	0	2	0	0
FBgn0259959	0	0	0	0	0	0	1	0	0
FBgn0262814	0	0	0	0	0	0	0	1	0
FBgn0031746	0	0	0	0	0	0	8	0	0
FBgn0265788	0	0	0	0	0	2	3	0	0
FBgn0265789	0	0	0	0	0	0	0	0	0
FBgn0002856	0	0	0	0	0	1	4	0	0
FBgn0002855	0	0	0	0	0	9	84	0	16
FBgn0265790	0	0	0	7	0	6	55	1	0
FBgn0031747	0	0	0	0	0	0	0	0	0
FBgn0264352	0	0	0	0	0	0	0	0	0
FBgn0043362	192	4	2	10	427	256	1460	454	343
FBgn0031749	0	0	0	0	0	0	0	0	0
FBgn0031751	1	5	1	0	62	8	62	0	190
FBgn0264547	0	0	0	0	0	0	0	0	0
FBgn0015381	0	0	0	0	10	33	218	134	0
FBgn0266826	0	0	0	0	2	1	6	0	0
FBgn0266827	0	0	0	0	1	0	0	0	0
FBgn0261055	0	0	0	0	0	0	0	0	0
FBgn0001128	5	424	425	8	998	59	313	59	282
FBgn0266321	0	0	0	0	0	0	0	0	0
FBgn0031752	395	1	265	41	839	3	11	18	423
FBgn0031753	1	0	0	0	227	46	251	1	1
FBgn0040949	0	0	0	0	0	0	0	0	0
FBgn0003980	0	0	0	0	0	0	0	0	0
FBgn0086266	0	0	0	0	0	0	0	0	0
FBgn0003979	0	0	0	0	0	0	0	0	0
FBgn0086265	0	1	0	0	59	0	0	153	1
FBgn0031756	0	1	0	1	111	0	0	2	2
FBgn0031757	0	0	0	0	0	0	0	0	0
FBgn0031758	0	0	0	0	0	0	0	0	0
FBgn0263442	0	0	0	0	0	0	0	0	0
FBgn0000308	8858	12223	7137	1094	12684	759	5198	5121	8912
FBgn0001942	26863	36338	18951	3161	31565	2976	22667	12118	22673
FBgn0001941	1787	174	856	62	222	70	464	309	994
FBgn0031759	520	28	245	5	3212	241	1439	1604	2574
FBgn0031760	248	266	0	0	866	34	197	220	48
FBgn0001089	172	0	577	1	197	0	0	0	14
FBgn0264448	0	0	0	0	102	0	0	0	1
FBgn0031762	9	193	0	39	823	18	118	272	446
FBgn0001170	0	0	0	1	0	0	0	0	0
FBgn0031763	0	0	0	0	0	0	0	0	0
FBgn0031764	1	45	0	0	14	29	264	1	483
FBgn0031765	487	455	25	32	28	0	0	222	547
FBgn0025742	363	856	430	22	311	55	324	253	21
FBgn0031766	0	0	0	0	1	0	0	0	1
FBgn0051643	0	2	352	4	1546	0	5	1	0
FBgn0000052	185	41	1088	31	0	0	0	0	430
FBgn0262317	0	0	0	0	0	0	0	0	0
FBgn0029161	35	1	0	3	11	1	9	18	77
FBgn0085208	0	0	0	0	0	0	0	0	0
FBgn0031768	418	254	0	16	33	7	64	3	183
FBgn0031769	1865	784	1212	207	3065	707	4511	1988	3360
FBgn0031770	0	0	52	2	881	75	336	265	33
FBgn0085209	0	0	0	0	119	0	0	29	0
FBgn0031771	608	1155	1380	87	688	94	827	539	944
FBgn0031772	113	233	116	12	172	24	87	107	76
FBgn0031773	1	2	0	0	0	2	7	2	5
FBgn0031774	0	0	1	17	1034	35	505	0	282
FBgn0031775	3	0	0	0	0	0	3	0	0
FBgn0031776	562	302	165	23	56	30	140	100	228
FBgn0031777	158	0	158	0	0	8	77	1	0
FBgn0266449	1929	2967	442	148	1523	24	168	200	1309
FBgn0264345	0	50	0	4	0	1	0	1	29
FBgn0031778	0	0	103	28	0	0	0	0	0
FBgn0265999	0	0	0	0	0	0	0	0	0
FBgn0266450	134	1	310	0	61	38	167	200	4
FBgn0266445	0	0	0	0	0	0	0	0	0
FBgn0031779	0	176	101	0	442	73	334	327	530
FBgn0266521	2770	3530	2834	233	5487	411	1935	2784	2994
FBgn0051642	534	0	0	0	0	0	0	1	0
FBgn0284255	331	634	302	15	579	43	461	243	266
FBgn0031782	1038	1	0	0	2	0	0	209	165
FBgn0261697	0	0	0	0	0	0	0	0	0
FBgn0261683	0	0	0	0	0	0	0	0	0
FBgn0031784	0	0	0	0	0	0	0	0	0
FBgn0267283	0	0	0	15	0	0	0	0	0
FBgn0266071	0	0	0	0	0	1	0	0	6
FBgn0031785	0	0	0	0	0	0	0	0	0
FBgn0040950	0	0	0	0	0	0	0	0	0
FBgn0051639	0	0	0	0	0	2	4	0	0
FBgn0031786	0	28	0	0	0	0	0	0	0
FBgn0085409	651	1667	496	33	706	124	774	264	473
FBgn0026755	0	0	70	0	0	1	0	0	309
FBgn0266070	0	0	0	0	0	0	0	0	0
FBgn0053531	70	0	329	23	694	26	138	190	776
FBgn0031791	22	39	219	61	21	0	1	45	2
FBgn0031792	0	0	0	0	0	0	0	0	0
FBgn0261699	0	0	68	4	1	0	0	0	47
FBgn0264543	0	0	0	0	0	0	0	0	0
FBgn0260452	0	0	0	0	0	0	0	0	0
FBgn0265778	417	82	372	42	3189	418	2645	677	1632
FBgn0031799	248	0	1	5	0	0	0	0	0
FBgn0015623	48	1187	763	89	0	50	348	2	0
FBgn0031800	0	1	10	4	0	0	0	0	0
FBgn0031801	0	0	1	0	2	0	0	3	0
FBgn0031802	0	0	0	0	0	0	0	0	0
FBgn0031803	0	0	0	0	0	0	0	0	0
FBgn0031804	0	0	0	0	0	0	0	0	0
FBgn0266003	0	0	8	0	0	0	0	0	0
FBgn0266004	0	0	13	0	0	0	0	0	0
FBgn0031805	0	1	0	0	0	1	0	2	1
FBgn0043854	0	0	0	0	0	0	0	0	0
FBgn0259714	1	2	2	0	100	55	281	17	900
FBgn0031808	27	0	0	0	0	0	1	0	0
FBgn0259716	0	0	0	0	0	0	0	0	1
FBgn0259715	0	0	0	0	0	0	0	1	0
FBgn0031811	1	1	80	8	266	0	0	0	338
FBgn0011722	557	140	1045	186	20	6	8	24	5
FBgn0263278	0	1	0	35	0	21	146	3	0
FBgn0031813	4	783	0	1	2	1	3	10	0
FBgn0031814	1375	1284	91	21	830	15	163	125	1307
FBgn0031815	627	749	1185	113	0	95	489	7	131
FBgn0031816	819	1391	838	201	1	3	53	2	19
FBgn0031817	1	0	1	0	0	4	29	101	112
FBgn0259749	103	474	274	152	473	36	236	112	280
FBgn0031818	0	745	129	10	641	35	271	71	466
FBgn0086357	4617	7206	4701	660	2885	186	1888	1016	2709
FBgn0267019	0	0	0	0	0	0	0	0	0
FBgn0031820	176	158	4	96	36	62	451	527	104
FBgn0031821	0	0	1	0	2	41	310	1	0
